phase_idx,immerse,concurrency,rate_hz,life_ms,duration_s,posted,stopped,dropped,frames,avg_frame_ms,p50_frame_ms,p95_frame_ms,max_frame_ms
0,off,32,300.00,500,5.00,320,320,1181,2227,2.246,2.176,2.744,4.999
1,on,32,300.00,500,5.00,320,320,1180,2248,2.224,2.167,2.701,5.665
