phase_idx,immerse,concurrency,rate_hz,life_ms,duration_s,posted,stopped,dropped,frames,avg_frame_ms,p50_frame_ms,p95_frame_ms,max_frame_ms
0,off,32,300.00,500,5.00,320,320,1181,2085,2.400,2.337,2.969,8.234
1,on,32,300.00,500,5.00,320,320,1180,2105,2.376,2.310,2.926,6.273
