phase_idx,immerse,concurrency,rate_hz,life_ms,duration_s,posted,stopped,dropped,frames,avg_frame_ms,p50_frame_ms,p95_frame_ms,max_frame_ms
0,off,32,300.00,500,5.00,320,320,1181,2202,2.272,2.196,2.751,8.127
1,on,32,300.00,500,5.00,320,320,1180,2073,2.413,2.372,2.926,8.285
